cluster_rank	cluster_X	cluster_Y	best_adjusted_pvalue
590	cancer_glszm_LargeAreaLowGrayLevelEmphasis	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_8_0	0.0379178588211132
591	bladder_firstorder_InterquartileRange;bladder_firstorder_RobustMeanAbsoluteDeviation	StDev_nuclei_Texture_Correlation_Hematoxylin_3_00_256	0.03802375202199974
592	bladder_shape_MajorAxisLength	Mean_plasm_Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.038085158660083586
593	bladder_glszm_GrayLevelVariance	StDev_nuclei_RadialDistribution_RadialCV_Hematoxylin_4of4	0.038085158660083586
594	bladder_shape_Maximum2DDiameterSlice	StDev_nuclei_AreaShape_Zernike_9_1	0.03811056057427999
595	bladder_glszm_LargeAreaEmphasis;bladder_glszm_ZoneVariance	Mean_plasm_Intensity_MaxIntensity_Hematoxylin	0.03811056057427999
596	bladder_glszm_LargeAreaLowGrayLevelEmphasis	Mean_plasm_AreaShape_Zernike_1_1	0.03811056057427999
597	bladder_shape_SurfaceArea	Median_plasm_AreaShape_Zernike_7_7	0.03811866658842736
598	bladder_glcm_SumEntropy	Median_nuclei_Intensity_IntegratedIntensity_Hematoxylin	0.03813574791929122
599	cancer_glszm_GrayLevelVariance	Mean_nuclei_AreaShape_Zernike_4_2	0.03816208343879446
600	bladder_glcm_ClusterShade	Median_nuclei_Intensity_IntegratedIntensity_Hematoxylin	0.03833983918235878
601	bladder_shape_MinorAxisLength	StDev_nuclei_AreaShape_Compactness;StDev_nuclei_RadialDistribution_FracAtD_Hematoxylin_3of4	0.03851889894794331
602	bladder_firstorder_90Percentile	Mean_plasm_AreaShape_Zernike_4_4	0.03878594788275879
603	cancer_gldm_LargeDependenceHighGrayLevelEmphasis	Mean_nuclei_AreaShape_Zernike_9_5	0.03878880799344129
604	bladder_gldm_GrayLevelNonUniformity	Median_nuclei_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256	0.03879885904820878
605	bladder_firstorder_90Percentile	Median_plasm_AreaShape_Zernike_9_9	0.03879885904820878
606	cancer_shape_MinorAxisLength	Median_plasm_AreaShape_Zernike_2_2	0.03881487595184078
607	bladder_glszm_LargeAreaEmphasis;bladder_glszm_ZoneVariance	StDev_plasm_AreaShape_Zernike_9_9	0.03883259963917456
608	cancer_gldm_DependenceEntropy	StDev_plasm_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256	0.03890385490313468
609	cancer_shape_Maximum2DDiameterColumn	Median_plasm_AreaShape_Zernike_2_2	0.03896681847915542
610	bladder_glszm_GrayLevelNonUniformityNormalized	Median_nuclei_AreaShape_Area	0.03911763304990469
611	cancer_shape_Maximum2DDiameterRow;cancer_shape_MinorAxisLength	Mean_plasm_AreaShape_Zernike_9_1	0.03919326337539929
612	bladder_gldm_DependenceNonUniformity	Median_plasm_AreaShape_Zernike_5_5	0.03921141249490801
613	bladder_glszm_LargeAreaLowGrayLevelEmphasis	StDev_nuclei_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.039220391943045836
614	cancer_shape_MinorAxisLength	Texture_Variance_Hematoxylin_3_00_256	0.039229374890507866
615	cancer_glcm_Autocorrelation;cancer_glcm_JointAverage	StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_1_1	0.03923760662090514
616	cancer_gldm_GrayLevelNonUniformity	Mean_nuclei_Intensity_IntegratedIntensityEdge_Hematoxylin	0.039283163322719084
617	bladder_firstorder_90Percentile	StDev_plasm_AreaShape_Zernike_9_9	0.03929390108498102
618	bladder_shape_MajorAxisLength	Mean_plasm_AreaShape_Zernike_1_1	0.039520965229219905
619	cancer_gldm_DependenceEntropy	Mean_plasm_Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.03957576630658577
620	bladder_gldm_GrayLevelNonUniformity	Mean_nuclei_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.03967697985667445
621	bladder_glszm_LargeAreaLowGrayLevelEmphasis	Mean_plasm_AreaShape_Zernike_9_9	0.03971391649439233
622	bladder_glcm_ClusterTendency	StDev_nuclei_AreaShape_Area	0.03974144941923126
623	bladder_glcm_SumEntropy	Mean_nuclei_Intensity_LowerQuartileIntensity_Hematoxylin	0.039778293859278065
624	cancer_glrlm_GrayLevelNonUniformity	Mean_nuclei_Texture_InfoMeas2_Hematoxylin_3_00_256	0.03983362773306621
625	bladder_glrlm_RunLengthNonUniformity	Median_plasm_AreaShape_Eccentricity	0.03986139558415722
626	cancer_gldm_DependenceEntropy	Mean_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.039888636234401594
627	bladder_firstorder_InterquartileRange;bladder_firstorder_RobustMeanAbsoluteDeviation	StDev_plasm_AreaShape_Zernike_8_8	0.039888636234401594
628	bladder_glrlm_RunEntropy	StDev_plasm_AreaShape_BoundingBoxMaximum_Y	0.039916316172042256
629	bladder_firstorder_90Percentile	Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.039927553250399796
630	bladder_firstorder_90Percentile	Texture_Variance_Hematoxylin_3_00_256	0.03994129241851171
631	bladder_glrlm_RunEntropy	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_4_2	0.03994129241851171
632	bladder_firstorder_Mean	Texture_InverseDifferenceMoment_Hematoxylin_3_00_256	0.04000871029368012
633	cancer_glrlm_ShortRunLowGrayLevelEmphasis	Mean_plasm_Texture_SumAverage_Hematoxylin_3_00_256	0.04000871029368012
634	cancer_glszm_SizeZoneNonUniformityNormalized;cancer_glszm_SmallAreaEmphasis	Mean_plasm_AreaShape_Zernike_6_0	0.04003637881588975
635	cancer_glszm_LargeAreaHighGrayLevelEmphasis	Median_plasm_AreaShape_Zernike_9_5	0.04003637881588975
636	bladder_glszm_GrayLevelNonUniformityNormalized	Median_plasm_Intensity_MaxIntensity_Hematoxylin	0.04019589047891954
637	cancer_shape_MeshVolume;cancer_shape_VoxelVolume	Mean_nuclei_AreaShape_Zernike_8_4	0.040306347917565995
638	cancer_glrlm_GrayLevelNonUniformity	Median_plasm_Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.04051283835410367
639	cancer_firstorder_TotalEnergy;cancer_shape_LeastAxisLength;cancer_shape_SurfaceArea;cancer_shape_MeshVolume;cancer_shape_VoxelVolume	Median_plasm_AreaShape_Zernike_9_5	0.04052220298877753
640	cancer_glszm_GrayLevelVariance	StDev_nuclei_Texture_InfoMeas1_Hematoxylin_3_00_256;StDev_plasm_Texture_InfoMeas1_Hematoxylin_3_00_256	0.04057879049496901
641	cancer_firstorder_TotalEnergy	Mean_plasm_AreaShape_Zernike_9_3	0.04074898028860492
642	cancer_glszm_ZoneEntropy	Mean_plasm_AreaShape_Extent	0.04074898028860492
643	bladder_firstorder_90Percentile	Mean_nuclei_AreaShape_Zernike_4_0	0.040824594439182474
644	bladder_glcm_Idn	Median_plasm_AreaShape_Zernike_5_1	0.040833979076237106
645	bladder_glszm_GrayLevelNonUniformity	Mean_nuclei_AreaShape_Eccentricity	0.040833979076237106
646	cancer_gldm_DependenceEntropy	StDev_plasm_Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.0408528761269647
647	cancer_glszm_HighGrayLevelZoneEmphasis;cancer_glszm_SmallAreaHighGrayLevelEmphasis	Median_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_6_0	0.040899098250460286
648	cancer_glszm_GrayLevelVariance	Median_plasm_AreaShape_Compactness	0.04090974000839009
649	bladder_glcm_MaximumProbability	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_8_0	0.04090974000839009
650	cancer_glrlm_ShortRunLowGrayLevelEmphasis	Mean_nuclei_RadialDistribution_FracAtD_Hematoxylin_1of4	0.0409192118816119
651	bladder_glszm_ZoneEntropy	Mean_nuclei_AreaShape_Compactness	0.04093812760579239
652	cancer_shape_MinorAxisLength	Median_plasm_Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.04106182886722857
653	bladder_glcm_ClusterTendency	Median_nuclei_AreaShape_Zernike_2_0	0.04111904090272579
654	bladder_gldm_GrayLevelNonUniformity	Mean_plasm_AreaShape_Zernike_1_1;Median_plasm_AreaShape_Zernike_1_1	0.04111904090272579
655	bladder_glcm_DifferenceAverage;bladder_glcm_DifferenceEntropy	Mean_plasm_AreaShape_Zernike_8_8	0.04118593010554176
656	bladder_glcm_JointEnergy;bladder_glcm_JointEntropy	Median_plasm_AreaShape_Zernike_4_4	0.04124333585837834
657	bladder_gldm_SmallDependenceEmphasis	Median_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_7_1	0.04124333585837834
658	bladder_firstorder_90Percentile	Median_nuclei_RadialDistribution_RadialCV_Hematoxylin_1of4	0.04131800339081248
659	bladder_gldm_DependenceEntropy	StDev_plasm_AreaShape_Zernike_3_3	0.04132002420294981
660	bladder_glcm_Idmn;bladder_glcm_Idn	StDev_nuclei_AreaShape_Zernike_4_4	0.04132963034100895
661	bladder_gldm_SmallDependenceEmphasis	Median_plasm_AreaShape_Zernike_4_4	0.041329685696390756
662	cancer_glszm_LowGrayLevelZoneEmphasis	Median_plasm_Intensity_MaxIntensity_Hematoxylin	0.041329685696390756
663	cancer_glrlm_RunLengthNonUniformity;cancer_gldm_DependenceNonUniformity	Median_nuclei_AreaShape_Zernike_8_4	0.04143546344172669
664	bladder_firstorder_90Percentile	Mean_plasm_AreaShape_Eccentricity	0.04147213008876748
665	bladder_glszm_LargeAreaEmphasis;bladder_glszm_ZoneVariance	StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_5_3	0.041503007809792936
666	bladder_glcm_ClusterTendency	StDev_nuclei_Texture_InverseDifferenceMoment_Hematoxylin_3_01_256	0.04158044531705477
667	bladder_glszm_SizeZoneNonUniformity	Median_plasm_AreaShape_Eccentricity	0.04163856038392141
668	bladder_gldm_DependenceEntropy	StDev_nuclei_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.04163861720505666
669	cancer_firstorder_Kurtosis	Mean_nuclei_AreaShape_Area;Median_nuclei_AreaShape_Area	0.04173552209876882
670	bladder_gldm_GrayLevelNonUniformity	Mean_plasm_AreaShape_Extent;Median_plasm_AreaShape_Extent	0.04177444026645553
671	bladder_glcm_ClusterTendency	Median_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.041881519086516446
672	cancer_glszm_ZoneEntropy	Mean_nuclei_AreaShape_Compactness	0.04192059764585228
673	bladder_gldm_DependenceEntropy	Mean_nuclei_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.041949828172558254
674	bladder_glcm_DifferenceAverage;bladder_glcm_DifferenceEntropy	Median_plasm_AreaShape_Compactness	0.04201844693128572
675	bladder_glcm_ClusterTendency	Median_nuclei_AreaShape_Zernike_6_2	0.04206722529782954
676	cancer_shape_SurfaceArea	Median_nuclei_AreaShape_Zernike_6_2	0.04210640404706506
677	bladder_glszm_ZoneEntropy	Median_nuclei_Intensity_IntegratedIntensityEdge_Hematoxylin	0.042194748179251625
678	bladder_glrlm_RunLengthNonUniformityNormalized;bladder_glrlm_ShortRunEmphasis	Mean_plasm_AreaShape_Zernike_4_4	0.042273277443961144
679	bladder_gldm_GrayLevelNonUniformity	StDev_nuclei_Intensity_IntegratedIntensity_Hematoxylin	0.04228340929120184
680	bladder_shape_SurfaceArea	StDev_nuclei_AreaShape_Zernike_9_1	0.04241113259840502
681	cancer_shape_MeshVolume;cancer_shape_VoxelVolume	Mean_plasm_AreaShape_Zernike_2_2	0.042707098716172266
682	bladder_glrlm_RunLengthNonUniformityNormalized;bladder_glrlm_ShortRunEmphasis	Median_plasm_AreaShape_Zernike_4_4	0.04281632623750773
683	cancer_shape_Flatness	StDev_nuclei_AreaShape_Zernike_6_2	0.042816740672081244
684	cancer_glcm_Idmn	Median_plasm_AreaShape_Extent	0.042816740672081244
685	bladder_firstorder_RobustMeanAbsoluteDeviation	StDev_nuclei_Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.042816882828190135
686	bladder_glcm_SumEntropy	StDev_nuclei_Texture_InverseDifferenceMoment_Hematoxylin_3_01_256	0.0428177778138319
687	cancer_gldm_SmallDependenceLowGrayLevelEmphasis	StDev_nuclei_Texture_SumAverage_Hematoxylin_3_00_256	0.042888191111902056
688	bladder_glrlm_LongRunEmphasis	Mean_plasm_Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.04292799240146475
689	bladder_glszm_LargeAreaEmphasis;bladder_glszm_ZoneVariance	Mean_plasm_Intensity_StdIntensityEdge_Hematoxylin	0.043028080442125895
690	cancer_glrlm_LongRunLowGrayLevelEmphasis;cancer_gldm_LargeDependenceLowGrayLevelEmphasis	Median_plasm_AreaShape_Zernike_9_9	0.043077944377531104
691	cancer_gldm_LargeDependenceHighGrayLevelEmphasis	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_3_3	0.043128041085159774
692	cancer_gldm_SmallDependenceLowGrayLevelEmphasis	StDev_nuclei_Intensity_MinIntensityEdge_Hematoxylin	0.043148132180664725
693	bladder_glcm_ClusterProminence	Median_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.04315864775196497
694	bladder_glrlm_GrayLevelNonUniformity;bladder_gldm_GrayLevelNonUniformity	Mean_plasm_AreaShape_MedianRadius	0.043178757385225607
695	bladder_shape_MinorAxisLength	StDev_plasm_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256	0.043249315375504874
696	cancer_shape_MinorAxisLength	StDev_nuclei_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.043250121193976046
697	cancer_firstorder_Range	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_8_0	0.04326051180498107
698	cancer_shape_Maximum3DDiameter	StDev_nuclei_Texture_SumAverage_Hematoxylin_3_00_256	0.04330064523386867
699	cancer_gldm_LargeDependenceHighGrayLevelEmphasis	StDev_nuclei_Texture_SumAverage_Hematoxylin_3_00_256	0.04334124034359585
700	cancer_firstorder_Energy	StDev_plasm_Intensity_MaxIntensityEdge_Hematoxylin	0.043432356482476404
701	bladder_glcm_ClusterTendency	StDev_nuclei_RadialDistribution_FracAtD_Hematoxylin_3of4	0.04347264073404355
702	bladder_shape_Maximum2DDiameterColumn	Median_plasm_AreaShape_Zernike_8_4	0.043553771956875965
703	cancer_glszm_SmallAreaEmphasis	Median_nuclei_AreaShape_Zernike_4_0	0.04355400515540558
704	bladder_glszm_SizeZoneNonUniformityNormalized;bladder_glszm_SmallAreaEmphasis	Mean_nuclei_AreaShape_Zernike_6_4	0.04358482907198032
705	cancer_firstorder_TotalEnergy	Median_nuclei_AreaShape_Zernike_6_2	0.04364583535254854
706	bladder_glszm_LargeAreaEmphasis;bladder_glszm_ZoneVariance	StDev_nuclei_Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.0436661901989808
707	bladder_glszm_ZoneEntropy	Median_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin	0.04378751435080948
708	cancer_shape_MinorAxisLength	StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_5_3	0.04379809721189564
709	bladder_firstorder_MeanAbsoluteDeviation	StDev_nuclei_AreaShape_FormFactor	0.04382912049316127
710	cancer_shape_Sphericity	StDev_plasm_Parent_nuclei;Mean_plasm_Parent_nuclei;Median_plasm_Parent_nuclei	0.043862889344150745
711	bladder_glrlm_ShortRunEmphasis	Mean_plasm_Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.04387134114983932
712	bladder_shape_Maximum2DDiameterSlice	Mean_nuclei_AreaShape_Zernike_9_1	0.04392212066908166
713	cancer_glrlm_ShortRunLowGrayLevelEmphasis	Texture_InfoMeas1_Hematoxylin_3_00_256	0.043974061894992686
714	bladder_firstorder_RobustMeanAbsoluteDeviation	Texture_InverseDifferenceMoment_Hematoxylin_3_00_256	0.04417229922979232
715	cancer_firstorder_Range	StDev_nuclei_AreaShape_Compactness	0.04417229922979232
716	cancer_glcm_Idmn	Median_nuclei_RadialDistribution_FracAtD_Hematoxylin_1of4	0.04417229922979232
717	cancer_shape_MeshVolume;cancer_shape_VoxelVolume	Texture_DifferenceVariance_Hematoxylin_3_00_256	0.04420340436045151
718	cancer_glrlm_RunEntropy	StDev_nuclei_Texture_InfoMeas1_Hematoxylin_3_00_256	0.04422404797601733
719	bladder_glrlm_RunLengthNonUniformity	Median_plasm_AreaShape_Zernike_4_2	0.0443264345355596
720	bladder_glcm_InverseVariance	StDev_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_9_9	0.044521296061660005
721	bladder_glrlm_GrayLevelNonUniformity	Mean_nuclei_AreaShape_Compactness	0.04455263513436615
722	cancer_glszm_SizeZoneNonUniformity	Texture_DifferenceEntropy_Hematoxylin_3_00_256	0.0445532990668527
723	bladder_glcm_JointEntropy	Mean_nuclei_Texture_Correlation_Hematoxylin_3_00_256	0.044677901097962706
724	bladder_gldm_DependenceEntropy	Texture_SumVariance_Hematoxylin_3_00_256	0.04470936309191764
725	bladder_glrlm_GrayLevelNonUniformityNormalized	Mean_nuclei_AreaShape_Area	0.04470936309191764
726	cancer_glszm_SmallAreaHighGrayLevelEmphasis	Texture_InfoMeas1_Hematoxylin_3_00_256	0.04477166180587746
727	bladder_glcm_ClusterShade	Median_nuclei_AreaShape_Zernike_6_2	0.04488910838612319
728	cancer_shape_MajorAxisLength	StDev_nuclei_Intensity_MinIntensityEdge_Hematoxylin	0.04488910838612319
729	bladder_glcm_Imc2	StDev_nuclei_Location_CenterMassIntensity_Y_Hematoxylin	0.044923030223551756
730	cancer_glszm_LargeAreaHighGrayLevelEmphasis	StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_0_0	0.044923030223551756
731	cancer_firstorder_Energy	Mean_nuclei_Texture_InfoMeas2_Hematoxylin_3_00_256	0.044923030223551756
732	cancer_firstorder_RootMeanSquared	StDev_plasm_Parent_nuclei;Mean_plasm_Parent_nuclei;Median_plasm_Parent_nuclei	0.04493176422347593
733	bladder_glcm_ClusterProminence	StDev_nuclei_Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.04513300227974018
734	bladder_glszm_LargeAreaHighGrayLevelEmphasis	Mean_plasm_AreaShape_Eccentricity;Median_plasm_AreaShape_Eccentricity	0.04513300227974018
735	bladder_gldm_GrayLevelNonUniformity	Mean_nuclei_AreaShape_Zernike_4_0	0.04514415147272494
736	cancer_glszm_LargeAreaEmphasis;cancer_glszm_ZoneVariance	Mean_nuclei_Texture_InfoMeas2_Hematoxylin_3_00_256	0.04529163330293913
737	cancer_glrlm_GrayLevelNonUniformity	Median_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.04530242343453367
738	cancer_glszm_SmallAreaEmphasis	Mean_plasm_AreaShape_MedianRadius	0.045333976569068464
739	bladder_glcm_SumEntropy	Texture_InverseDifferenceMoment_Hematoxylin_3_00_256	0.045365550224544436
740	bladder_firstorder_90Percentile	StDev_nuclei_AreaShape_Zernike_8_2	0.04546986739189851
741	cancer_gldm_DependenceEntropy	Median_nuclei_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256	0.04547080253058692
742	bladder_glcm_Imc2	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_4_2	0.045598440108492594
743	bladder_glszm_LargeAreaLowGrayLevelEmphasis	StDev_nuclei_AreaShape_Zernike_4_4	0.045641066600673456
744	bladder_gldm_GrayLevelNonUniformity	StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_8_0	0.04567328350577661
745	bladder_shape_Maximum2DDiameterRow	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_4_2	0.04567372607233146
746	bladder_glrlm_GrayLevelNonUniformityNormalized	Texture_InverseDifferenceMoment_Hematoxylin_3_00_256	0.04572778420981561
747	cancer_glrlm_RunEntropy	StDev_nuclei_RadialDistribution_RadialCV_Hematoxylin_4of4	0.04580195426672779
748	cancer_glrlm_RunLengthNonUniformity	Mean_plasm_AreaShape_Zernike_8_8	0.045886268924683955
749	bladder_gldm_DependenceNonUniformity	Mean_nuclei_AreaShape_Eccentricity	0.04588718242870932
750	bladder_firstorder_TotalEnergy	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_8_0	0.04598260748585175
751	cancer_glszm_SizeZoneNonUniformity	Mean_plasm_AreaShape_Zernike_8_8	0.046024427190705916
752	bladder_glcm_JointEntropy	StDev_nuclei_RadialDistribution_RadialCV_Hematoxylin_4of4	0.0461011472656854
753	cancer_shape_LeastAxisLength	StDev_nuclei_RadialDistribution_FracAtD_Hematoxylin_1of4	0.04618690543840096
754	bladder_glszm_LargeAreaHighGrayLevelEmphasis	StDev_plasm_Intensity_StdIntensityEdge_Hematoxylin	0.046240161855055244
755	cancer_glrlm_RunLengthNonUniformity;cancer_gldm_DependenceNonUniformity	Mean_nuclei_Texture_InfoMeas2_Hematoxylin_3_00_256	0.04624355791728771
756	cancer_glszm_LowGrayLevelZoneEmphasis;cancer_glszm_SmallAreaLowGrayLevelEmphasis	Median_nuclei_AreaShape_Compactness	0.04624355791728771
757	cancer_glszm_HighGrayLevelZoneEmphasis;cancer_glszm_SmallAreaHighGrayLevelEmphasis	StDev_plasm_AreaShape_Zernike_9_3	0.046244545922067296
758	bladder_glcm_JointEntropy	Median_plasm_Texture_Correlation_Hematoxylin_3_00_256	0.046340170726120136
759	bladder_firstorder_RootMeanSquared	Mean_nuclei_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.04637442639255234
760	cancer_glcm_Idmn	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_8_0	0.046397128972302575
761	cancer_shape_Maximum3DDiameter	StDev_nuclei_Location_CenterMassIntensity_Y_Hematoxylin	0.046525901670910245
762	bladder_firstorder_TotalEnergy	StDev_plasm_Texture_InfoMeas1_Hematoxylin_3_00_256	0.046568897990429785
763	bladder_firstorder_Kurtosis	StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.046614376249873156
764	bladder_glcm_ClusterProminence	StDev_nuclei_AreaShape_FormFactor	0.04668159209327531
765	cancer_firstorder_Energy	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_3_3	0.04671516497561895
766	bladder_shape_MinorAxisLength	Mean_nuclei_Intensity_IntegratedIntensity_Hematoxylin	0.04673811719200904
767	bladder_glrlm_GrayLevelNonUniformity	Median_nuclei_Intensity_MaxIntensity_Hematoxylin	0.04676023704173491
768	bladder_firstorder_MeanAbsoluteDeviation;bladder_glcm_SumEntropy	StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_0_0	0.04691734616548285
769	bladder_glrlm_RunEntropy	Mean_nuclei_Intensity_IntegratedIntensityEdge_Hematoxylin	0.04691734616548285
770	cancer_firstorder_Minimum	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_8_0	0.04699845796186232
771	bladder_glszm_GrayLevelVariance	Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_8_0	0.0470701146921566
772	cancer_shape_MeshVolume;cancer_shape_VoxelVolume	StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_5_3	0.047070703205105285
773	cancer_glszm_LowGrayLevelZoneEmphasis;cancer_glszm_SmallAreaLowGrayLevelEmphasis	Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.04711418593066512
774	cancer_gldm_SmallDependenceLowGrayLevelEmphasis	Mean_nuclei_Intensity_IntegratedIntensityEdge_Hematoxylin	0.047277720233967334
775	cancer_glrlm_GrayLevelNonUniformity	Texture_Correlation_Hematoxylin_3_00_256	0.047333348254599755
776	bladder_glrlm_RunPercentage	Median_plasm_AreaShape_Compactness	0.047398617066357215
777	cancer_shape_Maximum2DDiameterColumn	Mean_plasm_AreaShape_Zernike_9_1	0.04741000727652943
778	bladder_glrlm_GrayLevelNonUniformityNormalized	Median_nuclei_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256	0.04746579147043599
779	cancer_gldm_DependenceNonUniformity	StDev_plasm_Intensity_MaxIntensityEdge_Hematoxylin	0.04746640373269311
780	cancer_gldm_LargeDependenceEmphasis	StDev_nuclei_AreaShape_Zernike_6_0	0.047501272075318124
781	bladder_firstorder_90Percentile	Mean_nuclei_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.04764628638668005
782	cancer_firstorder_Energy	Mean_nuclei_AreaShape_Zernike_9_5	0.04764692055574688
783	cancer_glrlm_LowGrayLevelRunEmphasis	Mean_nuclei_Intensity_LowerQuartileIntensity_Hematoxylin	0.04766922366080013
784	bladder_firstorder_Mean	Mean_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_1_1	0.04787806038257768
785	bladder_glrlm_RunPercentage	Median_plasm_AreaShape_Zernike_4_4	0.047977338043185026
786	bladder_shape_MinorAxisLength	Mean_plasm_Texture_Correlation_Hematoxylin_3_00_256	0.04798888366404841
787	cancer_shape_Sphericity	StDev_plasm_AreaShape_Zernike_8_8	0.048044058696528696
788	cancer_gldm_DependenceEntropy	Mean_nuclei_AreaShape_Compactness	0.04832144729227849
789	bladder_glszm_LargeAreaEmphasis;bladder_glszm_ZoneVariance	StDev_plasm_Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.048322107127887155
790	bladder_glrlm_RunPercentage	Mean_plasm_Texture_AngularSecondMoment_Hematoxylin_3_00_256	0.048444195320876446
791	cancer_glszm_SmallAreaEmphasis	StDev_plasm_Intensity_MinIntensityEdge_Hematoxylin	0.048523854234638675
792	cancer_shape_LeastAxisLength	StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_1_1	0.04861399562248846
793	cancer_firstorder_TotalEnergy	Mean_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_1_1	0.04861467277281221
794	bladder_glszm_LargeAreaEmphasis	Mean_nuclei_AreaShape_Zernike_7_3	0.04873948250478895
795	bladder_glcm_ClusterTendency	StDev_plasm_Intensity_StdIntensityEdge_Hematoxylin	0.04873948250478895
796	cancer_glcm_Autocorrelation;cancer_glcm_JointAverage	Mean_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin	0.04875190969201742
797	cancer_glszm_GrayLevelNonUniformity	Median_plasm_AreaShape_MeanRadius	0.04875260152808128
798	bladder_glcm_Imc2	Texture_InfoMeas1_Hematoxylin_3_00_256	0.04875399109943041
799	cancer_glszm_ZonePercentage	Median_nuclei_Intensity_MedianIntensity_Hematoxylin	0.04882172890774638
800	bladder_glszm_SizeZoneNonUniformity	Median_plasm_AreaShape_Zernike_4_2	0.04892491386859229
801	bladder_gldm_DependenceEntropy	StDev_plasm_AreaShape_Area	0.048938134786749264
802	cancer_glszm_GrayLevelVariance	StDev_nuclei_AreaShape_FormFactor	0.049063084742907846
803	cancer_glszm_SmallAreaEmphasis	StDev_plasm_Texture_SumAverage_Hematoxylin_3_00_256	0.049088943294485876
804	cancer_glcm_Idmn	StDev_nuclei_AreaShape_FormFactor	0.049088943294485876
805	bladder_glszm_LargeAreaLowGrayLevelEmphasis	StDev_plasm_AreaShape_Zernike_3_3	0.049088943294485876
806	bladder_shape_Maximum2DDiameterSlice	Median_plasm_AreaShape_Zernike_7_7	0.049088943294485876
807	cancer_shape_MinorAxisLength	StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_0_0	0.04921799426744368
808	cancer_shape_SurfaceVolumeRatio	Mean_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_1_1	0.04928636652953499
809	cancer_shape_Maximum2DDiameterColumn	Median_plasm_AreaShape_Zernike_9_1	0.0493205856558008
810	bladder_glrlm_RunLengthNonUniformity	Mean_nuclei_AreaShape_Eccentricity	0.04935482679503339
811	bladder_glcm_Correlation	Median_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.04941143923425667
