Gene	Gene_name	Length
ENSG00000286133	AC093817.2	255525
ENSG00000234111	LINC02433	3664
ENSG00000249275	AC093817.1	29357
ENSG00000200521	Y_RNA	100
ENSG00000249627	AC017037.1	470
ENSG00000279703	AC017037.3	471
ENSG00000286862	AC017037.5	83022
ENSG00000287226	AC084740.1	165692
ENSG00000279994	AC017037.4	825
ENSG00000250475	AC017037.2	1203
ENSG00000286558	AC098679.5	7216
ENSG00000251429	AC098679.2	8298
ENSG00000164125	GASK1B	48844
ENSG00000248429	FAM198B-AS1	32125
ENSG00000287822	AC098679.6	4638
ENSG00000251073	NUDT19P5	568
ENSG00000250604	AC098679.1	1337
ENSG00000164124	TMEM144	53812
ENSG00000052795	FNIP2	139024
ENSG00000206703	RNU6-128P	106
ENSG00000164123	C4orf45	145626
ENSG00000274535	SNORD39	77
ENSG00000248988	AC093700.1	716
ENSG00000249367	FABP5P12	388
ENSG00000171509	RXFP1	338061
ENSG00000199634	RNU4-79P	140
ENSG00000248387	AC121161.1	1116
ENSG00000249901	AC121161.2	19142
ENSG00000205208	C4orf46	5580
ENSG00000171503	ETFDH	37498
ENSG00000271817	U3	218
ENSG00000171497	PPID	14269
ENSG00000151005	TKTL2	2659
ENSG00000250027	AC022272.1	11180
ENSG00000145414	NAF1	56817
ENSG00000164128	NPY1R	20870
ENSG00000164129	NPY5R	8042
ENSG00000109756	RAPGEF2	257161
ENSG00000264105	MIR3688-1	92
ENSG00000283379	MIR3688-2	86
ENSG00000248552	AC074344.1	223
ENSG00000248329	APELA	21787
ENSG00000248162	AC074198.1	1396
ENSG00000248771	SMIM31	49731
ENSG00000201050	RNU6-668P	106
ENSG00000198498	TMA16	26097
ENSG00000145416	MARCH1	859752
ENSG00000273449	AC093788.1	926
ENSG00000253001	RN7SKP105	313
ENSG00000177803	AC112247.1	656
ENSG00000250746	AC105250.1	2056
ENSG00000248546	ANP32C	704
ENSG00000052802	MSMO1	15497
ENSG00000109472	CPE	137353
ENSG00000207559	MIR578	95
ENSG00000251596	HADHAP1	2283
ENSG00000250227	TRIM60P14	1418
ENSG00000244146	AC106872.3	445
ENSG00000285563	AC106872.12	10153
ENSG00000221891	FAM218BP	457
ENSG00000270960	AC106872.10	420
ENSG00000248645	AC106872.5	1668
ENSG00000121089	NACA3P	647
ENSG00000236941	AC106872.1	1359
ENSG00000183439	TRIM61	23222
ENSG00000250486	FAM218A	2174
ENSG00000248229	AC106872.4	522
ENSG00000250887	AC106872.9	873
ENSG00000250712	AC106872.8	1392
ENSG00000240674	AC106872.2	479
ENSG00000176979	TRIM60	25291
ENSG00000276623	AC106872.11	546
ENSG00000250430	AC106872.7	683
ENSG00000249617	AC106872.6	311
ENSG00000250374	TRIM75P	6690
ENSG00000170088	TMEM192	137941
ENSG00000109466	KLHL2	115595
ENSG00000200974	RNU4-87P	81
ENSG00000229894	GK3P	1867
ENSG00000038295	TLL1	231220
ENSG00000252959	RNA5SP170	100
ENSG00000196104	SPOCK3	501412
ENSG00000212373	RNA5SP171	114
ENSG00000248601	AC116634.1	166657
ENSG00000109511	ANXA10	95199
ENSG00000287188	AC068989.1	24764
ENSG00000137628	DDX60	102510
ENSG00000181381	DDX60L	181051
ENSG00000207171	AC079926.1	130
ENSG00000129116	PALLD	431405
ENSG00000229226	BTF3L4P4	517
ENSG00000249623	AC079858.1	691
ENSG00000206613	RNU6-1336P	108
ENSG00000214676	RPL9P16	566
ENSG00000249609	AC080188.1	4018
ENSG00000279384	AC080188.2	747
ENSG00000145439	CBR4	146505
ENSG00000201176	RNU6-853P	106
ENSG00000201818	RNY4P17	95
ENSG00000251445	AC021151.1	509
ENSG00000154447	SH3RF1	176697
ENSG00000214671	RPL6P12	845
ENSG00000251171	AC096741.1	18555
ENSG00000288003	AC079768.4	6958
ENSG00000248319	LINC02275	58143
ENSG00000287298	AC079768.2	2025
ENSG00000251200	AC084866.2	17356
ENSG00000137601	NEK1	219772
ENSG00000286302	AC084724.1	4123
ENSG00000109572	CLCN3	111040
ENSG00000056050	HPF1	28474
ENSG00000229204	PTGES3P3	481
ENSG00000249955	AC084866.1	12744
ENSG00000198948	MFAP3L	46434
ENSG00000109576	AADAT	31477
ENSG00000181359	HSP90AA6P	23980
ENSG00000250266	LINC01612	57188
ENSG00000251061	LINC02512	29222
ENSG00000174473	GALNTL6	1229305
ENSG00000248637	AC108064.1	459
ENSG00000164107	HAND2	5260
ENSG00000237125	HAND2-AS1	132426
ENSG00000234801	MORF4	970
ENSG00000213370	RANP6	643
ENSG00000248174	LINC02268	128632
ENSG00000250957	AC012055.1	19582
ENSG00000251213	AC012055.2	4472
ENSG00000245213	AC105285.1	74784
ENSG00000241652	RN7SL253P	295
ENSG00000109586	GALNT7	155156
ENSG00000221296	MIR548T	73
ENSG00000248774	AC097534.1	7488
ENSG00000164104	HMGB2	3056
ENSG00000272870	AC097534.2	21178
ENSG00000164105	SAP30	7563
ENSG00000164106	SCRG1	21679
ENSG00000288025	AC093849.4	11789
ENSG00000242882	RPL5P11	892
ENSG00000286226	AC093849.3	1563
ENSG00000252898	RNU6-1096P	101
ENSG00000261646	AC093849.1	2208
ENSG00000286039	AC093849.2	2131
ENSG00000164117	FBXO8	47606
ENSG00000164118	CEP44	49650
ENSG00000249875	AC116616.1	21591
ENSG00000150627	WDR17	116984
ENSG00000201516	AC093605.1	122
ENSG00000164120	HPGD	32979
ENSG00000251584	AC096751.2	18430
ENSG00000250596	AC096751.1	16643
ENSG00000164122	ASB5	63898
ENSG00000248980	AC019163.1	12190
ENSG00000129128	SPCS3	12279
ENSG00000248388	AC093801.1	36524
ENSG00000150630	VEGFC	109384
ENSG00000109674	NEIL3	53062
ENSG00000249084	AC027627.1	14028
ENSG00000225356	AC093840.1	335
ENSG00000038002	AGA	11663
ENSG00000250131	AC078881.1	238862
ENSG00000201931	RNA5SP172	117
ENSG00000285574	AC078881.2	117
ENSG00000177822	TENM3-AS1	270811
ENSG00000251433	CCNHP1	677
ENSG00000218336	TENM3	659037
ENSG00000248266	AC108142.1	45530
ENSG00000221227	MIR1305	85
ENSG00000252343	RNU2-34P	120
ENSG00000251714	RN7SKP67	234
ENSG00000248816	AC079226.2	10140
ENSG00000248694	AC079226.1	1366
ENSG00000272784	AC019193.2	633
ENSG00000251359	WWC2-AS2	2182
ENSG00000286119	AC114798.1	2497
ENSG00000272646	AC079766.1	426
ENSG00000129187	DCTD	27876
ENSG00000286821	AC019193.4	18674
ENSG00000250636	AC019193.1	1119
ENSG00000185758	CLDN24	662
ENSG00000168564	CDKN2AIP	4429
ENSG00000151718	WWC2	221520
ENSG00000251128	WWC2-AS1	7006
ENSG00000177300	CLDN22	2580
ENSG00000213434	VTI1BP2	695
ENSG00000232648	AC107214.1	9610
ENSG00000168556	ING2	7371
ENSG00000272744	AC107214.2	633
ENSG00000182552	RWDD4	19568
ENSG00000252157	RNU6-479P	104
ENSG00000168538	TRAPPC11	54327
ENSG00000201433	RNU6-335P	112
ENSG00000251739	RNU6-1053P	100
ENSG00000287349	AC108477.2	6740
ENSG00000164303	ENPP6	132524
ENSG00000287433	AC107222.2	5556
ENSG00000283383	AC108477.1	3606
ENSG00000173320	STOX2	225834
ENSG00000248206	AC074194.1	9011
ENSG00000283355	AC074194.2	2347
ENSG00000271646	AC099343.3	2502
ENSG00000286292	AC099343.4	6152
ENSG00000271538	LINC02427	34355
ENSG00000227765	MYL12BP2	511
ENSG00000180712	LINC02363	19685
ENSG00000249096	LINC02362	17236
ENSG00000168310	IRF2	86821
ENSG00000251878	SNORD79	83
ENSG00000270426	AC099343.2	685
ENSG00000249056	AC099343.1	608
ENSG00000254233	LINC02365	40937
ENSG00000164305	CASP3	21813
ENSG00000164306	PRIMPOL	45296
ENSG00000151725	CENPU	40045
ENSG00000151726	ACSL1	71223
ENSG00000249138	SLED1	750
ENSG00000251139	AC084871.1	7681
ENSG00000286256	AC084871.3	24313
ENSG00000251230	MIR3945HG	11197
ENSG00000266698	MIR3945	97
ENSG00000250754	LINC02436	64419
ENSG00000249520	AC093824.1	342
ENSG00000287183	AC093824.2	8494
ENSG00000151729	SLC25A4	7116
ENSG00000164323	CFAP97	49839
ENSG00000109762	SNX25	165948
ENSG00000109771	LRP2BP	32020
ENSG00000250410	AC112722.1	20203
ENSG00000186352	ANKRD37	4607
ENSG00000109775	UFSP2	26442
ENSG00000207231	Y_RNA	113
ENSG00000205129	C4orf47	23577
ENSG00000168491	CCDC110	26570
ENSG00000249679	AC106897.1	35594
ENSG00000154553	PDLIM3	34952
ENSG00000164342	TLR3	18917
ENSG00000154556	SORBS2	371208
ENSG00000233110	AC093797.1	6094
ENSG00000235902	AC108472.1	9532
ENSG00000207497	Y_RNA	94
ENSG00000285745	AC104805.1	119
ENSG00000235149	AC096659.1	1320
ENSG00000109794	FAM149A	68248
ENSG00000253013	AC104070.1	134
ENSG00000250327	RPSAP70	947
ENSG00000251008	ORAOV1P1	394
ENSG00000279943	AC110771.1	2458
ENSG00000145476	CYP4V2	21896
ENSG00000164344	KLKB1	49492
ENSG00000213331	AC108073.1	1011
ENSG00000242169	AC093789.1	648
ENSG00000251310	AC107391.1	11777
ENSG00000205100	HSP90AA4P	2227
ENSG00000249378	LINC01060	280315
ENSG00000250523	AC093909.3	823
ENSG00000275826	AC093909.5	1798
ENSG00000252275	RNU7-192P	60
ENSG00000180015	AC093909.1	1121
ENSG00000278974	AC093909.6	774
ENSG00000249269	AC093909.2	21665
ENSG00000251619	LINC02508	8854
ENSG00000250626	AC093909.4	40850
ENSG00000088926	F11	22861
ENSG00000251165	F11-AS1	214903
ENSG00000287667	AC109517.1	10360
ENSG00000213332	SLC25A5P6	885
ENSG00000272297	AC018709.1	128782
ENSG00000212387	RNU6-1055P	106
ENSG00000168412	MTNR1A	21912
ENSG00000083857	FAT1	138928
ENSG00000287169	AC107050.1	2507
ENSG00000251297	TUBB7P	2348
ENSG00000245685	FRG1-DT	176342
ENSG00000250666	LINC01596	3353
ENSG00000109536	FRG1	22332
ENSG00000281591	DBET	3362
ENSG00000277162	U85056.1	681
ENSG00000281652	DUX4L7	1274
ENSG00000280799	DUX4L5	1274
ENSG00000258834	DUX4L4	1268
ENSG00000280757	DUX4L1	1274
ENSG00000281627	DUX4L3	1274
ENSG00000199572	RNA5SP174	117
ENSG00000201145	RNA5SP175	118
ENSG00000224807	DUX4L9	1258
ENSG00000205097	FRG2	2906
ENSG00000250053	RARRES2P4	483
ENSG00000214273	AGGF1P1	2072
ENSG00000260596	DUX4	12168
ENSG00000261914	RPL23AP84	463
ENSG00000282994	AC215524.1	240
ENSG00000153404	PLEKHG4B	97821
ENSG00000199540	Y_RNA	110
ENSG00000185028	LRRC14B	4839
ENSG00000261434	AC021087.4	563
ENSG00000164366	CCDC127	21285
ENSG00000260774	AC021087.3	3381
ENSG00000073578	SDHA	38841
ENSG00000286001	AC021087.5	96657
ENSG00000248925	AC021087.1	1658
ENSG00000249915	PDCD6	43353
ENSG00000286169	AHRR	166621
ENSG00000250848	AC021087.2	1488
ENSG00000063438	AHRR	113351
ENSG00000214278	AC010442.2	815
ENSG00000250645	AC010442.3	406
ENSG00000221990	EXOC3-AS1	1662
ENSG00000180104	EXOC3	28762
ENSG00000188242	AC010442.1	6974
ENSG00000066230	SLC9A3	53993
ENSG00000225138	SLC9A3-AS1	7648
ENSG00000250385	AC106772.2	3339
ENSG00000264233	MIR4456	42
ENSG00000249650	AC106772.1	9590
ENSG00000112877	CEP72	54828
ENSG00000171368	TPPP	33490
ENSG00000271781	AC026740.1	790
ENSG00000206077	ZDHHC11B	74374
ENSG00000286094	AC026740.3	50111
ENSG00000249908	BRD9P2	1548
ENSG00000285522	AC026740.2	108
ENSG00000188818	ZDHHC11	55380
ENSG00000247872	SPCS2P3	655
ENSG00000028310	BRD9	42510
ENSG00000071539	TRIP13	26473
ENSG00000287600	AC122719.3	8268
ENSG00000164363	SLC6A18	20808
ENSG00000250173	AC122719.2	1935
ENSG00000215246	AC116351.1	10128
ENSG00000272347	AC116351.2	1584
ENSG00000145506	NKD2	30141
ENSG00000113504	SLC12A7	61679
ENSG00000263834	MIR4635	78
ENSG00000279908	AC026748.1	3250
ENSG00000142319	SLC6A3	52646
ENSG00000287486	AC114291.2	3970
ENSG00000164362	TERT	41900
ENSG00000263670	MIR4457	67
ENSG00000049656	CLPTM1L	27347
ENSG00000286388	AC026748.3	5589
ENSG00000250584	LINC01511	26211
ENSG00000248951	MTCO2P32	402
ENSG00000170561	IRX2	5832
ENSG00000186493	C5orf38	3266
ENSG00000171421	MRPL36	2981
ENSG00000145494	NDUFS6	15205
ENSG00000248736	AC094105.2	46459
ENSG00000153395	LPCAT1	67482
ENSG00000273742	MIR6075	94
ENSG00000251532	AC091849.2	7603
ENSG00000185986	SDHAP3	27125
ENSG00000271119	AC026412.3	16841
ENSG00000248126	AC091849.1	120
ENSG00000188002	AC026412.1	35085
ENSG00000232615	AC026412.2	1498
ENSG00000288108	AC126768.3	2927
ENSG00000248994	AC124852.1	188862
ENSG00000248597	AC126768.1	3905
ENSG00000249731	AC126768.2	919
ENSG00000251568	ALG3P1	1113
ENSG00000145536	ADAMTS16	179974
ENSG00000250866	AC022424.2	34076
ENSG00000250490	LINC02145	29443
ENSG00000286753	AC091978.1	32020
ENSG00000248729	MTCO1P30	579
ENSG00000250808	MTCO2P30	363
ENSG00000251476	MTCO1P31	491
ENSG00000164151	ICE1	69556
ENSG00000215218	UBE2QL1	47864
ENSG00000133398	MED10	6697
ENSG00000250974	LINC02196	379831
ENSG00000200243	RN7SKP79	335
ENSG00000250060	AC122710.1	19533
ENSG00000212258	RNA5SP176	109
ENSG00000287790	AC025756.1	4260
ENSG00000250056	LINC01018	18152
ENSG00000037474	NSUN2	34052
ENSG00000145545	SRD5A1	40959
ENSG00000248677	LINC02102	21386
ENSG00000112941	TENT4A	43612
ENSG00000251365	LINC02236	67229
ENSG00000272071	AC122710.2	540
ENSG00000283420	MIR4278	68
ENSG00000078295	ADCY2	433943
ENSG00000250761	AC093305.1	41964
ENSG00000215217	C5orf49	20773
ENSG00000124275	MTRR	54839
ENSG00000124279	FASTKD3	9878
ENSG00000251168	AC025174.1	1106
ENSG00000288002	AC091912.3	159418
ENSG00000245729	LINC02226	124077
ENSG00000249159	AC091965.1	69926
ENSG00000251549	AC091965.3	207
ENSG00000272049	AC091965.4	586
ENSG00000247516	MIR4458HG	36229
ENSG00000250037	AC091965.2	612
ENSG00000279075	AC091965.5	341
ENSG00000284000	MIR4458	74
ENSG00000260515	AC034229.2	2507
ENSG00000271998	AC034229.3	2435
ENSG00000279635	AC091895.1	255
ENSG00000250619	AC021088.1	44166
ENSG00000112902	SEMA5A	511042
ENSG00000266415	MIR4636	79
ENSG00000248537	AC091906.1	59206
ENSG00000279698	AC027335.2	374
ENSG00000251370	SEMA5A-AS1	6753
ENSG00000250001	AC027335.1	3325
ENSG00000250786	SNHG18	4409
ENSG00000239112	SNORD123	69
ENSG00000164237	CMBL	32027
ENSG00000252341	Y_RNA	107
ENSG00000272417	AC034229.4	440
ENSG00000150756	ATPSCKMT	24390
ENSG00000248968	AC012640.1	1590
ENSG00000150753	CCT5	16460
ENSG00000271980	AC012640.4	2549
ENSG00000252671	Y_RNA	109
ENSG00000280369	AC012640.5	318
ENSG00000259802	AC012640.2	900
ENSG00000145495	MARCH6	86693
ENSG00000250600	ROPN1L-AS1	502
ENSG00000145491	ROPN1L	30505
ENSG00000277073	MIR6131	108
ENSG00000246016	LINC01513	2938
ENSG00000244361	RPL30P7	322
ENSG00000249166	AC092336.1	803
ENSG00000249396	LINC02212	9437
ENSG00000249160	LINC02213	17088
ENSG00000243744	AC016546.1	462
ENSG00000164236	ANKRD33B	93746
ENSG00000250106	ANKRD33B-AS1	965
ENSG00000251196	AC106760.1	3714
ENSG00000251548	AC106760.2	618
ENSG00000279979	AC012629.4	258
ENSG00000278865	AC012629.3	327
ENSG00000112977	DAP	82042
ENSG00000272324	AC012629.2	9229
ENSG00000250576	AC012629.1	2004
ENSG00000039139	DNAH5	254212
ENSG00000251423	AC016576.1	40733
ENSG00000169862	CTNND2	932610
ENSG00000207312	RNU6-429P	107
ENSG00000038382	TRIO	388786
ENSG00000287581	AC016549.1	2399
ENSG00000272057	AC016575.1	381
ENSG00000248150	LINC02150	66720
ENSG00000249737	AC020980.1	3900
ENSG00000145569	OTULINL	34388
ENSG00000248791	AC010627.1	1293
ENSG00000250526	CCT6P2	1592
ENSG00000250182	EEF1A1P13	1388
ENSG00000261360	AC010491.1	2796
ENSG00000154124	OTULIN	35186
ENSG00000154122	ANKH	166978
ENSG00000286970	AC010491.2	5671
ENSG00000249485	RBBP4P1	1275
ENSG00000264792	MIR4637	83
ENSG00000173545	ZNF622	14281
ENSG00000183580	FBXL7	439615
ENSG00000250250	AC010638.1	16920
ENSG00000216077	MIR887	78
ENSG00000185296	AC026785.1	579
ENSG00000154153	RETREG1	144020
ENSG00000246214	AC024588.1	65979
ENSG00000250415	AC022113.1	4051
ENSG00000201370	Y_RNA	91
ENSG00000145555	MYO10	274381
ENSG00000253093	RNA5SP179	120
ENSG00000243538	RPS26P28	347
ENSG00000201436	RNU6-660P	108
ENSG00000284465	TAF11L7	596
ENSG00000283967	TAF11L8	596
ENSG00000283988	TAF11L9	596
ENSG00000284356	TAF11L10	596
ENSG00000240785	RPL36AP21	640
ENSG00000176788	BASP1	211245
ENSG00000215196	BASP1-AS1	127751
ENSG00000271892	AC026790.1	429
ENSG00000206814	Y_RNA	110
ENSG00000251990	RNA5SP180	100
ENSG00000250816	DCAF13P2	871
ENSG00000252908	RNU6-1003P	104
ENSG00000248693	LINC02100	41740
ENSG00000223361	FTH1P10	929
ENSG00000248223	AC026785.2	989
ENSG00000249199	AC026785.3	8065
ENSG00000250822	LINC02111	8404
ENSG00000248455	LINC02217	39730
ENSG00000249662	LINC02218	42819
ENSG00000249490	LINC02146	9731
ENSG00000251629	LINC02241	325994
ENSG00000248308	AC138938.1	781
ENSG00000145526	CDH18	1104577
ENSG00000248766	AC093303.1	294
ENSG00000214132	AC094103.1	1403
ENSG00000249854	CDH18-AS1	42407
ENSG00000183666	GUSBP1	247539
ENSG00000233974	AC138951.1	2684
ENSG00000279107	AC138951.2	1160
ENSG00000272130	AC091946.2	290
ENSG00000040731	CDH10	157878
ENSG00000251294	AC091885.2	59204
ENSG00000249562	AC091885.1	267
ENSG00000248874	C5orf17	226915
ENSG00000252083	AC026784.2	106
ENSG00000234865	AC026784.1	351
ENSG00000200600	Y_RNA	101
ENSG00000286134	AC114930.1	136703
ENSG00000226432	AC010342.1	876
ENSG00000251593	MSNP1	1731
ENSG00000251273	LINC02228	103506
ENSG00000245662	LINC02211	136586
ENSG00000285042	AC099499.2	719
ENSG00000251654	AC099499.1	79639
ENSG00000260761	AC106754.1	1512
ENSG00000259786	LINC02109	407784
ENSG00000271035	AC010385.2	489
ENSG00000162685	LSP1P3	207
ENSG00000226400	AC010385.1	255
ENSG00000277878	AC010385.3	161
ENSG00000249226	SUCLG2P4	1597
ENSG00000252601	AC024589.2	114
ENSG00000248687	AC024589.1	558
ENSG00000270430	AC024589.3	1293
ENSG00000254138	AC113386.1	173633
ENSG00000113361	CDH6	135460
ENSG00000250482	DUX4L51	1108
ENSG00000253766	AC091946.1	163260
ENSG00000154162	CDH12	1102671
ENSG00000213430	HSPD1P1	1725
ENSG00000253104	AC139497.1	2221
ENSG00000168967	PMCHL1	10004
ENSG00000287471	AC138854.1	1285
ENSG00000249206	GCNT1P2	594
ENSG00000286961	AC091938.1	12597
ENSG00000279923	AC022417.1	1302
ENSG00000113360	DROSHA	131699
ENSG00000206682	Y_RNA	104
ENSG00000082213	C5orf22	22766
ENSG00000133401	PDZD2	471801
ENSG00000248624	AC022447.2	7849
ENSG00000248878	AC022447.4	363
ENSG00000249114	AC022447.5	391
ENSG00000248813	AC022447.3	494
ENSG00000248378	AC022447.1	463
ENSG00000250164	AC022447.7	434
ENSG00000249688	AC022447.6	437
ENSG00000252373	RNU6-358P	74
ENSG00000224282	AC010469.1	575
ENSG00000251887	RNU6-760P	96
ENSG00000241739	AC010469.2	479
ENSG00000243914	RPL5P14	877
ENSG00000214108	TPT1P5	825
ENSG00000249774	AC025458.1	165
ENSG00000266243	MIR4279	57
ENSG00000250764	AC025178.1	18496
ENSG00000113384	GOLPH3	49603
ENSG00000200065	Y_RNA	96
ENSG00000272086	AC025181.2	801
ENSG00000230829	AC025181.1	415
ENSG00000150712	MTMR12	85993
ENSG00000199731	RNU6-1079P	109
ENSG00000207052	RNU6-378P	106
ENSG00000056097	ZFR	90390
ENSG00000207956	MIR579	97
ENSG00000113387	SUB1	72446
ENSG00000113389	NPR3	102654
ENSG00000249572	AC034231.1	16594
ENSG00000251062	AC025459.1	155
ENSG00000250697	AC010343.3	409830
ENSG00000248279	LINC02120	15024
ENSG00000249102	AC034223.1	17091
ENSG00000251281	AC034223.2	6285
ENSG00000250672	AC010343.2	223
ENSG00000240376	AC010343.1	628
ENSG00000251443	LINC02160	55126
ENSG00000113407	TARS	28843
ENSG00000250583	AC034232.2	2614
ENSG00000151388	ADAMTS12	368484
ENSG00000201623	RNU6-923P	106
ENSG00000271874	AC025754.2	431
ENSG00000164175	SLC45A2	40070
ENSG00000250914	AC139783.2	1765
ENSG00000242110	AMACR	21939
ENSG00000273294	C1QTNF3-AMACR	137354
ENSG00000250767	AC139783.1	680
ENSG00000082196	C1QTNF3	24384
ENSG00000278900	AC139792.2	586
ENSG00000279995	AC139792.3	223
ENSG00000271771	AC139792.1	646
ENSG00000215158	AC138409.2	80098
ENSG00000215156	AC138409.1	3597
ENSG00000113492	AGXT2	50034
ENSG00000113494	PRLR	181731
ENSG00000250886	AC010368.1	769
ENSG00000168685	IL7R	26908
ENSG00000152582	SPEF2	196767
ENSG00000238441	RNU7-130P	61
ENSG00000248969	AC137810.1	148534
ENSG00000039560	RAI14	176284
ENSG00000250234	AC025754.1	838
ENSG00000272323	AC026801.2	1729
ENSG00000205838	TTC23L	60623
ENSG00000250140	AC026801.1	723
ENSG00000241829	RPL21P54	463
ENSG00000113456	RAD1	13729
ENSG00000113460	BRIX1	10319
ENSG00000168724	DNAJC21	29405
ENSG00000242292	AC010631.1	155
ENSG00000079215	SLC1A3	81979
ENSG00000274441	AC008957.2	13328
ENSG00000250155	AC008957.1	58981
ENSG00000279400	AC008957.3	2241
ENSG00000168671	UGT3A2	36337
ENSG00000251591	AC016612.1	288
ENSG00000164187	LMBRD2	53480
ENSG00000207756	MIR580	96
ENSG00000145604	SKP2	32330
ENSG00000201223	RNU6-1305P	103
ENSG00000152620	NADK2	49690
ENSG00000245711	NADK2-AS1	847
ENSG00000164188	RANBP3L	53680
ENSG00000248587	GDNF-AS1	142238
ENSG00000168621	GDNF	27364
ENSG00000248539	LINC02117	21506
ENSG00000250032	AC008869.1	8590
ENSG00000251518	LINC02110	2564
ENSG00000248533	AC034226.1	13562
ENSG00000164318	EGFLAM	207071
ENSG00000248730	EGFLAM-AS4	8722
ENSG00000249071	EGFLAM-AS3	1204
ENSG00000248572	EGFLAM-AS2	3657
ENSG00000249491	EGFLAM-AS1	2340
ENSG00000248234	AC091839.1	268
ENSG00000251257	AC010457.1	7414
ENSG00000113594	LIFR	133686
ENSG00000244968	LIFR-AS1	114451
ENSG00000265304	MIR3650	59
ENSG00000272103	AC026741.1	5502
ENSG00000285967	NIPBL-DT	12275
ENSG00000164190	NIPBL	189644
ENSG00000249850	KRT18P31	1291
ENSG00000244073	RPS4XP6	796
ENSG00000197603	CPLANE1	143200
ENSG00000271378	RBISP2	270
ENSG00000228212	OFD1P17	3017
ENSG00000242493	RN7SL37P	306
ENSG00000286193	AC025449.2	3591
ENSG00000270558	AC025449.1	528
ENSG00000113569	NUP155	82969
ENSG00000251880	RNU7-75P	61
ENSG00000250455	AC117532.1	922
ENSG00000082068	WDR70	374150
ENSG00000248216	KCTD9P5	1169
ENSG00000222743	RNU6-1190P	103
ENSG00000206743	RNU6-484P	106
ENSG00000286809	AC008964.1	11019
ENSG00000082074	FYB1	169276
ENSG00000251215	GOLGA5P1	1125
ENSG00000251189	AC010425.1	3056
ENSG00000249740	OSMR-AS1	163248
ENSG00000248577	AC091435.1	1131
ENSG00000250629	AC091435.2	9174
ENSG00000145623	OSMR	99738
ENSG00000164327	RICTOR	136479
ENSG00000249089	AIG1P1	147
ENSG00000250492	INTS6P1	2529
ENSG00000113600	C9	140728
ENSG00000153071	DAB2	90625
ENSG00000112936	C7	75146
ENSG00000253098	RNU7-161P	61
ENSG00000248120	AC114967.1	258
ENSG00000182836	PLCXD3	203676
ENSG00000083720	OXCT1	140360
ENSG00000286164	AC034222.2	11235
ENSG00000248668	OXCT1-AS1	2314
ENSG00000113638	TTC33	243630
ENSG00000199552	SNORA63	131
ENSG00000171522	PTGER4	13820
ENSG00000132356	PRKAA1	38995
ENSG00000212567	AC008810.1	127
ENSG00000145592	RPL37	9960
ENSG00000212296	SNORD72	79
ENSG00000132357	CARD6	18867
ENSG00000205765	C5orf51	17448
ENSG00000151876	FBXO4	16489
ENSG00000239694	RPSAP38	880
ENSG00000199487	Y_RNA	101
ENSG00000249266	MTHFD2P6	1227
ENSG00000112964	GHR	298439
ENSG00000248873	SERBP1P6	3468
ENSG00000250860	AC093225.1	1407
ENSG00000112972	HMGCS1	26042
ENSG00000261604	AC114947.2	3238
ENSG00000198865	CCDC152	45621
ENSG00000250722	SELENOP	87512
ENSG00000272234	AC008945.1	603
ENSG00000286271	AC008945.2	110888
ENSG00000249092	PPIAP77	498
ENSG00000251163	PRELID3BP4	570
ENSG00000251656	PRELID3BP5	459
ENSG00000249516	PRELID3BP6	570
ENSG00000250711	PRELID3BP7	468
ENSG00000287263	AC008875.3	9640
ENSG00000286656	AC008875.2	2346
ENSG00000271788	AC008875.1	810
ENSG00000177738	AC025171.1	54392
ENSG00000251131	AC025171.3	6249
ENSG00000272382	AC025171.5	919
ENSG00000177721	ANXA2R	4089
ENSG00000215068	AC025171.2	13028
ENSG00000272144	AC025171.4	1046
ENSG00000172262	ZNF131	126845
ENSG00000278487	AC106800.4	152
ENSG00000177453	NIM1K	88779
ENSG00000249779	AC106800.2	1102
ENSG00000249888	AC106800.3	307
ENSG00000247763	AC106800.1	1361
ENSG00000272335	AC093297.2	2516
ENSG00000251141	MRPS30-DT	66357
ENSG00000248779	AC093297.1	12795
ENSG00000112996	MRPS30	11481
ENSG00000250122	AC122694.1	5754
ENSG00000151882	CCL28	35746
ENSG00000151881	TMEM267	39641
ENSG00000249492	AC114956.3	25443
ENSG00000172244	C5orf34	28439
ENSG00000249855	EEF1A1P19	1381
ENSG00000248554	AC114956.2	10753
ENSG00000248240	AC114956.1	10036
ENSG00000172239	PAIP1	31491
ENSG00000248092	NNT-AS1	31636
ENSG00000279557	AC010435.1	1176
ENSG00000249286	AMD1P3	1305
ENSG00000112992	NNT	104713
ENSG00000224993	RPL29P12	466
ENSG00000170571	EMB	47056
ENSG00000271455	AC112187.2	282
ENSG00000213956	AC112187.1	478
ENSG00000271752	AC112187.3	407
